"PVWatts: Hourly PV Performance Data"
"Requested Location:","7393 elyria road medina ohio"
"Location:","CLEVELAND, OH"
"Lat (deg N):","41.4"
"Long (deg W):","81.85"
"Elev (m):","245"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.07"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","0.22"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","9","6","31","70","13.3","2.6","70.469","13.328","248.616","221.618"
"6","9","7","411","146","15.6","3.1","297.466","21.249","979.328","935.366"
"6","9","8","721","127","16.7","4.1","554.488","27.865","1837.262","1767.576"
"6","9","9","777","147","17.8","3.6","748.743","34.277","2448.692","2356.844"
"6","9","10","819","161","18.9","4.1","908.031","38.345","2924.397","2813.105"
"6","9","11","835","169","20.6","2.1","1001.693","47.131","3087.057","2968.673"
"6","9","12","842","171","21.1","4.1","1033.057","43.526","3244.288","3118.835"
"6","9","13","840","168","21.7","4.1","999.76","43.486","3139.874","3019.139"
"6","9","14","817","160","22.2","4.6","894.297","40.808","2843.821","2735.958"
"6","9","15","784","145","22.8","5.2","737.235","37.02","2375.858","2286.818"
"6","9","16","718","124","23.3","4.6","532.95","34.211","1705.828","1640.489"
"6","9","17","608","96","22.8","5.2","310.122","28.375","954.098","910.798"
"6","9","18","407","64","21.7","4.6","110.554","23.231","297.335","269.348"
"6","9","19","78","25","18.3","2.1","20.899","17.372","74.469","50.844"
"6","9","20","0","0","16.1","2.1","0","16.1","0","0"
"6","9","21","0","0","13.9","3.1","0","13.9","0","0"
"6","9","22","0","0","13.3","2.6","0","13.3","0","0"
"6","9","23","0","0","12.2","2.1","0","12.2","0","0"
"6","10","0","0","0","11.7","2.1","0","11.7","0","0"
"6","10","1","0","0","12.2","1.5","0","12.2","0","0"
"6","10","2","0","0","11.1","1.5","0","11.1","0","0"
"6","10","3","0","0","10.6","1.5","0","10.6","0","0"
"6","10","4","0","1","10.6","2.1","0.97","8.633","3.593","0"
"6","10","5","57","31","11.7","1.5","26.955","10.237","99.158","75.07"
"6","10","6","338","80","15.6","2.1","124.814","17.159","369.142","339.66"
"6","10","7","530","122","18.9","3.6","321.267","24.965","1026.674","981.456"
"6","10","8","645","158","21.7","3.1","540.278","33.631","1744.372","1677.773"
"6","10","9","716","185","23.9","3.6","741.465","40.077","2356.702","2268.392"
"6","10","10","758","203","25","3.6","898.716","44.921","2799.145","2693.159"
"6","10","11","779","213","25","3.1","995.983","48.357","3049.726","2932.989"
"6","10","12","786","215","25.6","3.6","1020.904","48.582","3122.668","3002.702"
"6","10","13","779","212","26.7","4.6","989.731","47.238","3048.367","2931.69"
"6","10","14","748","205","26.7","5.2","882.123","43.81","2762.648","2658.184"
"6","10","15","710","182","27.2","5.2","720.946","41.136","2277.009","2191.706"
"6","10","16","636","154","26.7","7.2","516.863","34.714","1654.462","1590.782"
"6","10","17","513","118","26.7","7.2","296.593","31.029","911.814","869.61"
"6","10","18","309","75","25.6","5.2","107.298","26.989","301.26","273.193"
"6","10","19","37","27","22.2","4.1","23.637","21.556","82.626","58.848"
"6","10","20","0","0","20.6","3.6","0","20.6","0","0"
"6","10","21","0","0","17.8","4.1","0","17.8","0","0"
"6","10","22","0","0","17.2","4.1","0","17.2","0","0"
"6","10","23","0","0","16.1","4.1","0","16.1","0","0"
"6","11","0","0","0","17.2","4.1","0","17.2","0","0"
"6","11","1","0","0","17.8","4.1","0","17.8","0","0"
"6","11","2","0","0","18.3","5.7","0","18.3","0","0"
"6","11","3","0","0","16.7","3.6","0","16.7","0","0"
"6","11","4","0","1","16.1","3.6","0.97","14.58","3.5","0"
"6","11","5","69","27","17.8","3.6","22.521","16.76","80.473","56.736"
"6","11","6","223","99","19.4","4.6","124.242","20.647","386.772","356.916"
"6","11","7","597","103","22.8","5.2","328.078","28.084","1024.8","979.632"
"6","11","8","660","137","25","6.7","527.986","33.11","1707.151","1641.769"
"6","11","9","704","151","26.1","6.2","697.564","37.774","2242.38","2158.366"
"6","11","10","670","191","27.2","7.2","807.28","39.768","2581.57","2484.485"
"6","11","11","806","193","28.3","5.2","997.083","47.291","3070.259","2952.618"
"6","11","12","804","195","29.4","7.7","1019.006","44.958","3176.557","3054.175"
"6","11","13","819","175","30","8.2","986.654","44.51","3082.383","2964.206"
"6","11","14","798","166","30.6","8.2","884.143","43.603","2771.729","2666.887"
"6","11","15","767","147","30","7.7","727.515","41.066","2297.589","2211.514"
"6","11","16","701","125","29.4","7.7","525.531","37.254","1657.794","1594.007"
"6","11","17","593","97","28.9","6.7","306.994","33.665","922.542","880.061"
"6","11","18","399","65","28.3","5.2","111.396","29.842","292.277","264.394"
"6","11","19","81","26","25.6","5.2","21.693","25.061","74.604","50.976"
"6","11","20","0","0","23.9","4.1","0","23.9","0","0"
"6","11","21","0","0","23.9","5.2","0","23.9","0","0"
"6","11","22","0","0","22.8","4.6","0","22.8","0","0"
"6","11","23","0","0","21.1","4.6","0","21.1","0","0"
"6","12","0","0","0","21.7","4.6","0","21.7","0","0"
"6","12","1","0","0","21.1","4.6","0","21.1","0","0"
"6","12","2","0","0","21.1","4.1","0","21.1","0","0"
"6","12","3","0","0","20.6","5.2","0","20.6","0","0"
"6","12","4","1","1","20.6","6.2","0.97","19.541","3.422","0"
"6","12","5","212","26","20.6","6.7","20.03","19.884","70.559","47.006"
"6","12","6","542","52","22.2","5.7","131.375","23.485","336.772","307.969"
"6","12","7","701","74","25.6","7.2","340.055","30.198","1039.433","993.874"
"6","12","8","789","94","27.8","7.7","560.298","35.786","1782.529","1714.671"
"6","12","9","695","166","28.9","7.7","705.59","39.311","2251.019","2166.685"
"6","12","10","711","199","30","9.3","851.871","41.329","2702.658","2600.669"
"6","12","11","442","341","30.6","9.8","794.045","40.905","2527.118","2432.197"
"6","12","12","174","262","24.4","10.3","448.255","29.847","1506.872","1447.834"
"6","12","13","11","216","18.9","4.6","218.493","22.847","759.215","720.842"
"6","12","14","2","213","19.4","4.1","206.211","22.914","716.312","678.98"
"6","12","15","6","163","19.4","7.2","160.158","21.134","560.819","527.13"
"6","12","16","2","190","21.1","4.1","182.048","23.991","629.074","593.811"
"6","12","17","6","107","20","5.2","103.521","21.032","361.784","332.457"
"6","12","18","3","103","20","6.2","94.812","20.662","332.155","303.448"
"6","12","19","1","19","18.3","5.2","18.012","17.523","64.139","40.705"
"6","12","20","0","0","17.8","5.2","0","17.8","0","0"
"6","12","21","0","0","18.3","5.7","0","18.3","0","0"
"6","12","22","0","0","16.1","4.6","0","16.1","0","0"
"6","12","23","0","0","15.6","8.2","0","15.6","0","0"
"6","13","0","0","0","14.4","7.2","0","14.4","0","0"
"6","13","1","0","0","13.3","6.2","0","13.3","0","0"
"6","13","2","0","0","12.2","7.7","0","12.2","0","0"
"6","13","3","0","0","11.7","5.2","0","11.7","0","0"
"6","13","4","0","0","11.7","7.7","0","11.7","0","0"
"6","13","5","0","28","11.1","4.6","26.092","10.156","96.02","71.991"
"6","13","6","0","62","11.1","5.7","58.675","10.914","215.205","188.875"
"6","13","7","1","117","10.6","6.2","111.211","11.374","406.908","376.622"
"6","13","8","1","169","10.6","7.2","161.542","12.159","589.176","554.838"
"6","13","9","0","380","11.1","6.2","366.533","16.436","1311.627","1258.445"
"6","13","10","1","232","11.1","6.2","223.847","14.223","809.034","769.432"
"6","13","11","0","275","11.7","6.7","265.479","15.191","955.353","912.02"
"6","13","12","1","492","11.7","6.2","482.379","19.177","1704.802","1639.496"
"6","13","13","2","416","12.2","4.6","406.719","19.992","1432.042","1375.288"
"6","13","14","1","397","13.3","6.2","385.701","19.297","1362.368","1307.696"
"6","13","15","1","359","15","5.7","346.522","20.605","1216.633","1166.183"
"6","13","16","567","163","15.6","5.2","488.085","24.19","1646.179","1582.765"
"6","13","17","444","145","14.4","4.1","298.799","20.437","978.188","934.256"
"6","13","18","36","90","13.9","4.1","87.374","14.907","306.842","278.66"
"6","13","19","26","29","11.7","2.1","26.166","10.69","96.067","72.037"
"6","13","20","0","0","11.1","2.1","0","11.1","0","0"
"6","13","21","0","0","11.1","0","0","11.1","0","0"
"6","13","22","0","0","9.4","0","0","9.4","0","0"
"6","13","23","0","0","10","0","0","10","0","0"
"6","14","0","0","0","10","0","0","10","0","0"
"6","14","1","0","0","8.3","2.6","0","8.3","0","0"
"6","14","2","0","0","8.9","1.5","0","8.9","0","0"
"6","14","3","0","0","6.7","3.1","0","6.7","0","0"
"6","14","4","0","0","7.2","2.6","0","7.2","0","0"
"6","14","5","13","26","7.8","2.6","24.097","6.459","90.118","66.2"
"6","14","6","66","92","11.7","1.5","95.091","12.418","331.307","302.618"
"6","14","7","392","159","14.4","4.6","301.258","19.345","1003.783","959.175"
"6","14","8","614","173","15.6","4.1","535.266","26.37","1790.818","1722.684"
"6","14","9","683","202","16.1","4.6","731.708","30.618","2437.225","2345.823"
"6","14","10","736","223","16.7","4.1","897.902","35.961","2926.561","2815.175"
"6","14","11","720","226","17.2","4.6","950.685","36.761","3089.239","2970.758"
"6","14","12","446","372","17.2","5.2","842.903","33.466","2784.207","2678.845"
"6","14","13","404","366","17.8","2.6","779.381","37.545","2522.754","2428.006"
"6","14","14","225","455","18.3","4.6","656.771","31.747","2186.534","2104.579"
"6","14","15","56","343","17.8","4.1","376.951","25.889","1290.049","1237.495"
"6","14","16","63","247","16.7","3.6","273.236","22.24","947.742","904.607"
"6","14","17","226","176","17.8","3.6","248.583","22.553","828.914","788.816"
"6","14","18","155","101","15.6","2.1","112.185","17.571","365.376","335.973"
"6","14","19","1","28","13.9","0","25.842","12.708","94.034","70.042"
"6","14","20","0","0","12.8","0","0","12.8","0","0"
"6","14","21","0","0","10","2.1","0","10","0","0"
"6","14","22","0","0","11.1","2.6","0","11.1","0","0"
"6","14","23","0","0","11.7","2.6","0","11.7","0","0"
"6","15","0","0","0","11.7","0","0","11.7","0","0"
"6","15","1","0","0","11.7","2.6","0","11.7","0","0"
"6","15","2","0","0","11.7","1.5","0","11.7","0","0"
"6","15","3","0","0","11.1","2.6","0","11.1","0","0"
"6","15","4","0","0","9.4","3.1","0","9.4","0","0"
"6","15","5","3","25","11.7","2.6","23.591","10.414","86.717","62.862"
"6","15","6","6","47","12.8","2.6","45.527","12.175","164.675","139.335"
"6","15","7","10","164","15.6","3.6","158.446","17.753","562.073","528.356"
"6","15","8","9","249","17.2","4.6","242.64","21.092","849.43","808.816"
"6","15","9","8","319","18.9","4.6","312.9","24.406","1079.219","1032.585"
"6","15","10","7","373","20","3.6","367.412","27.523","1248.882","1197.513"
"6","15","11","4","342","19.4","3.6","335.311","26.325","1146.286","1097.81"
"6","15","12","4","464","18.9","2.6","457.22","29.552","1539.187","1479.149"
"6","15","13","1","371","20","2.6","361.013","28.629","1220.703","1170.137"
"6","15","14","362","313","21.7","3.1","647.931","36.181","2110.008","2030.829"
"6","15","15","535","273","22.2","2.6","680.072","38.976","2174.655","2093.133"
"6","15","16","535","180","22.8","3.6","485.325","33.724","1565.986","1505.111"
"6","15","17","484","122","22.2","3.6","292.491","28.442","915.027","872.74"
"6","15","18","151","106","21.1","3.1","115.993","23.055","370.298","340.791"
"6","15","19","4","33","19.4","2.1","29.78","18.76","105.448","81.241"
"6","15","20","0","0","18.9","3.6","0","18.9","0","0"
"6","15","21","0","0","17.8","2.1","0","17.8","0","0"
"6","15","22","0","0","15.6","2.1","0","15.6","0","0"
"6","15","23","0","0","14.4","2.1","0","14.4","0","0"
"6","16","0","0","0","15.6","3.6","0","15.6","0","0"
"6","16","1","0","0","15","3.1","0","15","0","0"
"6","16","2","0","0","15.6","3.1","0","15.6","0","0"
"6","16","3","0","0","16.1","4.1","0","16.1","0","0"
"6","16","4","0","1","16.1","3.1","0.97","14.513","3.501","0"
"6","16","5","30","37","15.6","5.2","32.422","14.91","116.821","92.4"
"6","16","6","84","122","18.9","4.6","122.947","20.13","414.014","383.576"
"6","16","7","116","159","20.6","5.2","194.899","23.301","658.282","622.334"
"6","16","8","1","181","21.1","5.2","172.978","23.502","599.169","564.6"
"6","16","9","9","224","21.7","5.2","221.379","25.004","761.347","722.922"
"6","16","10","635","289","25","7.2","871.976","38.065","2812.725","2706.17"
"6","16","11","351","375","26.1","6.2","731.426","38.777","2353.012","2264.843"
"6","16","12","511","298","27.8","6.2","832.858","42.059","2635.315","2536.069"
"6","16","13","7","373","26.7","5.2","368.829","33.915","1215.607","1165.186"
"6","16","14","73","327","26.1","5.2","386.683","32.931","1280.248","1227.978"
"6","16","15","10","311","25.6","4.1","306.391","31.67","1020.729","975.669"
"6","16","16","18","208","25.6","4.1","208.338","29.42","700.593","663.639"
"6","16","17","5","162","25.6","5.2","154.412","27.752","523.536","490.689"
"6","16","18","0","45","24.4","5.2","42.693","24.305","147.343","122.338"
"6","16","19","1","21","23.9","3.1","19.915","23.001","69.15","45.624"
"6","16","20","0","0","23.9","5.2","0","23.9","0","0"
"6","16","21","0","0","24.4","6.2","0","24.4","0","0"
"6","16","22","0","0","23.9","5.7","0","23.9","0","0"
"6","16","23","0","0","23.9","6.2","0","23.9","0","0"
"6","17","0","0","0","23.3","6.2","0","23.3","0","0"
"6","17","1","0","0","23.3","4.1","0","23.3","0","0"
"6","17","2","0","0","22.8","5.2","0","22.8","0","0"
"6","17","3","0","0","22.8","4.1","0","22.8","0","0"
"6","17","4","0","0","23.3","5.2","0","23.3","0","0"
"6","17","5","1","23","23.9","5.2","21.815","23.152","75.694","52.046"
"6","17","6","49","91","24.4","4.6","91.441","25.072","303.85","275.729"
"6","17","7","10","170","24.4","5.2","163.976","26.529","558.536","524.899"
"6","17","8","364","253","25.6","6.7","460.879","32.43","1507.6","1448.54"
"6","17","9","570","238","26.7","7.7","678.281","36.568","2195.438","2113.156"
"6","17","10","373","382","28.3","8.2","723.935","38.665","2328.815","2241.563"
"6","17","11","598","302","30.6","8.2","906.808","43.705","2844.901","2736.992"
"6","17","12","499","302","31.1","8.2","824.866","43.181","2595.072","2497.447"
"6","17","13","326","384","30.6","9.3","714.736","40.177","2283.123","2197.591"
"6","17","14","504","286","30.6","8.2","747.116","41.374","2369.951","2281.136"
"6","17","15","342","258","30.6","8.8","516.244","37.698","1662.81","1598.862"
"6","17","16","84","262","29.4","7.7","299.798","33.634","983.99","939.905"
"6","17","17","167","201","28.3","6.2","249.977","32.039","806.225","766.694"
"6","17","18","25","112","27.8","3.6","104.443","29.412","346.616","317.608"
"6","17","19","11","28","27.2","6.2","25.465","26.794","86.86","63.003"
"6","17","20","0","0","26.7","6.2","0","26.7","0","0"
"6","17","21","0","0","25.6","5.7","0","25.6","0","0"
"6","17","22","0","0","25","4.6","0","25","0","0"
"6","17","23","0","0","25","6.2","0","25","0","0"
"6","18","0","0","0","24.4","7.2","0","24.4","0","0"
"6","18","1","0","0","24.4","6.2","0","24.4","0","0"
"6","18","2","0","0","24.4","6.2","0","24.4","0","0"
"6","18","3","0","0","23.9","7.2","0","23.9","0","0"
"6","18","4","0","0","23.3","6.7","0","23.3","0","0"
"6","18","5","1","33","23.3","6.2","30.081","22.765","104.564","80.374"
"6","18","6","98","106","24.4","9.3","110.851","25.126","359.92","330.632"
"6","18","7","252","196","26.1","8.2","280.837","29.467","908.662","866.54"
"6","18","8","249","286","26.7","8.2","422.709","32.298","1388.82","1333.362"
"6","18","9","205","406","27.8","8.2","557.734","35.511","1819.827","1750.726"
"6","18","10","461","374","28.3","8.2","799.588","39.662","2559.083","2462.895"
"6","18","11","21","311","28.9","6.7","321.329","34.209","1057.517","1011.47"
"6","18","12","406","446","27.2","3.6","870.761","45.637","2704.885","2602.804"
"6","18","13","462","417","29.4","4.6","886.749","47.655","2725.361","2622.439"
"6","18","14","376","408","29.4","5.7","750.075","43.142","2358.524","2270.145"
"6","18","15","375","341","28.3","5.2","623.565","40.221","1983.983","1909.269"
"6","18","16","200","271","27.2","5.2","377.406","34.265","1228.819","1178.023"
"6","18","17","250","189","26.1","4.1","270.255","31.389","863.949","822.968"
"6","18","18","13","85","24.4","3.6","80.918","25.452","274.998","247.468"
"6","18","19","0","22","23.3","1.5","20.866","22.338","72.678","49.085"
"6","18","20","0","0","22.2","0","0","22.2","0","0"
"6","18","21","0","0","22.2","2.6","0","22.2","0","0"
"6","18","22","0","0","21.1","3.6","0","21.1","0","0"
"6","18","23","0","0","20.6","3.1","0","20.6","0","0"
"6","19","0","0","0","21.1","2.1","0","21.1","0","0"
"6","19","1","0","0","20.6","2.1","0","20.6","0","0"
"6","19","2","0","0","20","3.1","0","20","0","0"
"6","19","3","0","0","20","3.1","0","20","0","0"
"6","19","4","0","0","19.4","2.1","0","19.4","0","0"
"6","19","5","2","35","19.4","2.6","31.612","18.494","112.07","87.739"
"6","19","6","130","92","19.4","2.1","103.748","20.479","335.782","307"
"6","19","7","442","137","21.7","3.1","297.827","27.485","946.66","903.554"
"6","19","8","40","201","21.7","2.6","216.557","26.338","737.714","699.865"
"6","19","9","10","222","23.3","3.6","220.171","27.344","748.843","710.723"
"6","19","10","158","335","23.9","3.6","477.78","33.672","1575.879","1514.694"
"6","19","11","128","440","24.4","2.6","571.866","38.14","1845.661","1775.692"
"6","19","12","232","413","26.7","2.6","662.004","42.773","2087.059","2008.704"
"6","19","13","638","240","27.2","3.6","882.02","46.557","2726.392","2623.427"
"6","19","14","789","168","26.1","5.7","880.693","42.13","2782.074","2676.801"
"6","19","15","740","153","25","5.2","718.125","38.859","2294.354","2208.4"
"6","19","16","685","131","24.4","4.6","526.846","35.166","1681.862","1617.3"
"6","19","17","585","102","23.9","3.6","313.437","30.708","960.758","917.284"
"6","19","18","395","68","23.9","2.6","116.535","26.132","314.815","286.468"
"6","19","19","83","27","21.7","1.5","22.5","20.878","78.9","55.191"
"6","19","20","0","0","19.4","0","0","19.4","0","0"
"6","19","21","0","0","18.9","1.5","0","18.9","0","0"
"6","19","22","0","0","17.8","3.1","0","17.8","0","0"
"6","19","23","0","0","17.8","2.1","0","17.8","0","0"
"6","20","0","0","0","16.7","0","0","16.7","0","0"
"6","20","1","0","0","16.1","0","0","16.1","0","0"
"6","20","2","0","0","16.7","1.5","0","16.7","0","0"
"6","20","3","0","0","15","2.6","0","15","0","0"
"6","20","4","0","0","15","2.1","0","15","0","0"
"6","20","5","45","27","15.6","1.5","23.841","14.142","86.199","62.354"
"6","20","6","347","78","19.4","1.5","122.187","21.087","351.729","322.613"
"6","20","7","530","117","23.3","0","312.913","34.578","951.435","908.204"
"6","20","8","649","151","25.6","3.1","531.542","37.293","1683.374","1618.763"
"6","20","9","390","278","26.7","3.6","580.44","39.359","1854.441","1784.175"
"6","20","10","689","211","27.8","4.1","841.867","45.381","2615.729","2517.273"
"6","20","11","677","244","27.8","3.6","925.831","48.422","2833.941","2726.494"
"6","20","12","494","352","28.9","5.2","870.733","45.719","2703.637","2601.608"
"6","20","13","733","220","29.4","3.1","954.372","51.647","2871.485","2762.451"
"6","20","14","636","238","29.4","2.6","818.754","49.967","2483.24","2390.045"
"6","20","15","335","263","27.8","4.1","516.609","39.131","1652.319","1588.708"
"6","20","16","559","183","27.8","4.1","504.106","38.295","1590.626","1528.977"
"6","20","17","447","141","27.8","3.1","299.095","34.637","916.085","873.771"
"6","20","18","321","82","26.7","2.1","118.696","29.21","332.939","304.217"
"6","20","19","38","26","23.3","0","22.965","22.593","79.892","56.165"
"6","20","20","0","0","23.9","2.6","0","23.9","0","0"
"6","20","21","0","0","22.8","3.1","0","22.8","0","0"
"6","20","22","0","0","22.8","4.6","0","22.8","0","0"
"6","20","23","0","0","23.3","5.2","0","23.3","0","0"
"6","21","0","0","0","22.8","4.1","0","22.8","0","0"
"6","21","1","0","0","22.8","4.6","0","22.8","0","0"
"6","21","2","0","0","22.2","3.6","0","22.2","0","0"
"6","21","3","0","0","22.2","3.1","0","22.2","0","0"
"6","21","4","0","0","21.7","2.1","0","21.7","0","0"
"6","21","5","1","11","21.1","2.6","10.41","19.702","36.703","13.774"
"6","21","6","0","61","21.1","2.1","57.739","20.908","202.442","176.363"
"6","21","7","6","129","22.8","4.1","124.26","24.257","428.033","397.292"
"6","21","8","4","209","21.7","5.2","201.417","24.546","694.093","657.295"
"6","21","9","2","346","21.1","4.6","334.609","27.006","1140.161","1091.855"
"6","21","10","45","453","23.3","4.1","489.363","33.131","1618.873","1556.329"
"6","21","11","355","250","24.4","4.6","614.781","36.534","2000.018","1924.743"
"6","21","12","267","441","25","5.2","725.887","38.602","2337.416","2249.839"
"6","21","13","10","324","26.1","4.1","323.326","33.2","1069.373","1023.005"
"6","21","14","657","254","26.1","5.2","853.533","41.67","2703.143","2601.135"
"6","21","15","606","227","25","6.2","691.914","36.964","2233.988","2150.285"
"6","21","16","566","159","24.4","7.2","487.207","31.88","1585.205","1523.727"
"6","21","17","542","101","22.8","6.2","297.719","27.498","929.243","886.589"
"6","21","18","339","71","21.7","5.2","111.835","23.102","314.915","286.566"
"6","21","19","29","21","20","3.6","18.945","19.185","66.953","43.467"
"6","21","20","0","0","18.3","3.1","0","18.3","0","0"
"6","21","21","0","0","17.8","3.1","0","17.8","0","0"
"6","21","22","0","0","17.8","3.1","0","17.8","0","0"
"6","21","23","0","0","17.8","3.1","0","17.8","0","0"
"6","22","0","0","0","16.7","3.1","0","16.7","0","0"
"6","22","1","0","0","15.6","2.6","0","15.6","0","0"
"6","22","2","0","0","14.4","2.1","0","14.4","0","0"
"6","22","3","0","0","12.8","0","0","12.8","0","0"
"6","22","4","0","1","10.6","3.1","0.97","8.874","3.589","0"
"6","22","5","32","31","12.2","2.1","26.886","10.913","98.611","74.533"
"6","22","6","273","87","16.1","2.1","118.432","17.494","360.831","331.524"
"6","22","7","467","136","19.4","3.6","305.078","25.09","978.099","934.17"
"6","22","8","585","179","20","4.1","520.808","30.445","1708.659","1643.228"
"6","22","9","668","210","21.1","4.1","724.973","36.256","2348.767","2260.759"
"6","22","10","715","232","21.7","2.6","885.572","43.491","2778.566","2673.44"
"6","22","11","742","244","22.2","2.6","989.004","46.75","3054.032","2937.106"
"6","22","12","749","248","22.8","3.1","1022.779","47.023","3154.172","3032.796"
"6","22","13","744","244","22.8","3.1","989.87","46.378","3062.635","2945.33"
"6","22","14","717","231","23.3","3.6","884.337","43.464","2774.942","2669.966"
"6","22","15","671","210","23.9","3.6","724.567","40.425","2298.424","2212.318"
"6","22","16","593","177","23.9","4.1","520.602","35.148","1667.858","1603.748"
"6","22","17","468","135","23.3","3.1","301.922","30.208","942.707","899.703"
"6","22","18","270","85","22.2","2.1","114.54","24.516","336.913","308.108"
"6","22","19","26","23","20.6","1.5","20.578","19.678","72.559","48.969"
"6","22","20","0","0","17.2","2.1","0","17.2","0","0"
"6","22","21","0","0","17.2","2.6","0","17.2","0","0"
"6","22","22","0","0","15","0","0","15","0","0"
"6","22","23","0","0","13.3","2.6","0","13.3","0","0"
"6","23","0","0","0","13.9","0","0","13.9","0","0"
"6","23","1","0","0","12.8","2.1","0","12.8","0","0"
"6","23","2","0","0","11.7","1.5","0","11.7","0","0"
"6","23","3","0","0","11.1","1.5","0","11.1","0","0"
"6","23","4","0","1","11.1","2.1","0.97","9.143","3.585","0"
"6","23","5","25","28","12.8","2.1","25.596","11.49","93.641","69.657"
"6","23","6","486","62","15.6","1.5","128.02","17.388","347.695","318.664"
"6","23","7","553","86","18.3","2.1","290.187","24.66","915.461","873.163"
"6","23","8","756","110","21.1","3.1","551.583","33.22","1776.693","1709.028"
"6","23","9","813","128","22.8","3.6","750.771","39.219","2394.152","2304.411"
"6","23","10","727","178","23.3","4.1","838.278","41.206","2660.875","2560.592"
"6","23","11","866","140","23.3","4.6","992.748","43.587","3116.281","2996.6"
"6","23","12","868","150","23.3","4.6","1029.506","44.581","3215.573","3091.427"
"6","23","13","866","148","23.3","4.1","999.878","45.032","3115.294","2995.656"
"6","23","14","850","133","23.3","4.6","895.899","41.941","2832.723","2725.327"
"6","23","15","816","128","24.4","4.6","750.864","39.972","2384.971","2295.581"
"6","23","16","772","104","24.4","3.6","552.304","36.924","1745.097","1678.475"
"6","23","17","450","109","23.9","4.6","271.087","29.185","846.244","805.711"
"6","23","18","364","79","22.2","3.1","123.167","24.291","346.761","317.749"
"6","23","19","61","27","20","3.1","22.494","19.266","79.466","55.747"
"6","23","20","0","0","18.3","2.6","0","18.3","0","0"
"6","23","21","0","0","17.8","3.1","0","17.8","0","0"
"6","23","22","0","0","16.7","2.6","0","16.7","0","0"
"6","23","23","0","0","16.1","3.1","0","16.1","0","0"
"6","24","0","0","0","16.1","0","0","16.1","0","0"
"6","24","1","0","0","16.1","0","0","16.1","0","0"
"6","24","2","0","0","15","0","0","15","0","0"
"6","24","3","0","0","15","1.5","0","15","0","0"
"6","24","4","0","1","15","2.1","0.97","13.14","3.522","0"
"6","24","5","1","18","15.6","0","17.058","12.402","62.154","38.757"
"6","24","6","64","104","19.4","0","104.232","20.907","351.418","322.309"
"6","24","7","552","111","21.7","2.1","313.494","28.62","977.195","933.29"
"6","24","8","767","102","22.2","2.6","549.36","34.997","1753.111","1686.225"
"6","24","9","820","118","24.4","2.1","745.384","43.556","2324.73","2237.633"
"6","24","10","848","129","24.4","4.1","891.351","43.362","2797.959","2692.023"
"6","24","11","875","136","25.6","4.6","997.375","46.069","3090.788","2972.239"
"6","24","12","878","138","25.6","4.6","1027.645","46.848","3172.093","3049.912"
"6","24","13","872","135","26.1","4.1","992.984","47.607","3052.479","2935.621"
"6","24","14","860","129","26.1","4.6","901.151","44.837","2807.183","2700.861"
"6","24","15","830","118","25.6","4.6","751.691","41.204","2372.536","2283.622"
"6","24","16","775","101","25","5.2","551.544","35.523","1754.759","1687.819"
"6","24","17","682","80","25","4.1","330.231","31.896","997.75","953.301"
"6","24","18","510","55","23.9","4.1","123.509","25.918","314.012","285.682"
"6","24","19","171","26","21.1","2.6","20.126","20.306","70.76","47.204"
"6","24","20","0","0","21.1","3.1","0","21.1","0","0"
"6","24","21","0","0","21.1","4.6","0","21.1","0","0"
"6","24","22","0","0","18.3","1.5","0","18.3","0","0"
"6","24","23","0","0","18.9","2.1","0","18.9","0","0"
"6","25","0","0","0","17.8","1.5","0","17.8","0","0"
"6","25","1","0","0","18.3","1.5","0","18.3","0","0"
"6","25","2","0","0","18.3","3.1","0","18.3","0","0"
"6","25","3","0","0","19.4","3.6","0","19.4","0","0"
"6","25","4","0","0","18.9","2.1","0","18.9","0","0"
"6","25","5","18","27","20.6","4.1","24.77","19.761","87.308","63.442"
"6","25","6","205","92","22.2","4.1","112.918","23.331","347.064","318.047"
"6","25","7","115","157","23.3","4.6","191.674","26.166","638.231","602.754"
"6","25","8","262","240","25.6","5.2","387.254","32.161","1270.661","1218.667"
"6","25","9","591","236","27.2","6.2","689.321","38.576","2208.256","2125.503"
"6","25","10","645","258","28.9","6.2","848.14","43.383","2662.718","2562.36"
"6","25","11","579","301","29.4","6.2","886.185","44.731","2765.485","2660.903"
"6","25","12","129","527","28.9","6.2","667.313","40.538","2127.917","2048.093"
"6","25","13","92","448","28.9","6.2","536.624","38.032","1732.871","1666.649"
"6","25","14","72","443","29.4","7.2","503.152","37.056","1632.443","1569.468"
"6","25","15","74","336","28.9","6.2","384.018","35.21","1256.135","1204.558"
"6","25","16","9","161","28.3","7.2","158.463","30.338","530.858","497.847"
"6","25","17","2","114","27.8","7.2","108.711","28.808","366.972","337.535"
