"PVWatts: Hourly PV Performance Data"
"Requested Location:","7393 elyria road medina ohio"
"Location:","AKRON, OH"
"Lat (deg N):","40.92"
"Long (deg W):","81.43"
"Elev (m):","377"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.07"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","0.22"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","7","21","0","0","5","2.6","0","5","0","0"
"4","7","22","0","0","4.4","2.1","0","4.4","0","0"
"4","7","23","0","0","3.3","4.1","0","3.3","0","0"
"4","8","0","0","0","2.2","2.6","0","2.2","0","0"
"4","8","1","0","0","1.1","3.1","0","1.1","0","0"
"4","8","2","0","0","1.1","2.1","0","1.1","0","0"
"4","8","3","0","0","0.6","0","0","0.6","0","0"
"4","8","4","0","0","0.6","0","0","0.6","0","0"
"4","8","5","0","0","-0.6","2.6","0","-0.6","0","0"
"4","8","6","21","44","0","0","41.919","-1.96","159.012","133.782"
"4","8","7","171","112","3.3","2.1","161.302","5.796","570.035","536.136"
"4","8","8","123","194","5.6","3.1","260.291","10.577","944.723","901.667"
"4","8","9","70","294","7.8","3.1","346.262","15.113","1244.337","1193.098"
"4","8","10","6","275","8.3","3.1","273.754","14.09","989.954","945.712"
"4","8","11","4","322","8.3","2.6","320.083","15.435","1150.582","1101.986"
"4","8","12","9","367","8.9","3.1","371.292","16.962","1325.494","1271.907"
"4","8","13","9","313","10","3.1","315.572","16.854","1127.111","1079.165"
"4","8","14","9","286","8.9","2.6","287.416","15.326","1033.582","988.179"
"4","8","15","4","136","8.3","1.5","133.068","11.294","487.105","455.071"
"4","8","16","3","123","7.2","3.6","119.306","8.574","441.798","410.759"
"4","8","17","1","50","6.7","2.1","47.729","6.327","178.386","152.779"
"4","8","18","0","27","6.1","2.1","25.457","4.832","95.872","71.845"
"4","8","19","0","0","6.1","3.1","0","6.1","0","0"
"4","8","20","0","0","6.1","3.6","0","6.1","0","0"
"4","8","21","0","0","5.6","4.1","0","5.6","0","0"
"4","8","22","0","0","5","5.2","0","5","0","0"
"4","8","23","0","0","5","5.2","0","5","0","0"
"4","9","0","0","0","5","3.6","0","5","0","0"
"4","9","1","0","0","4.4","4.6","0","4.4","0","0"
"4","9","2","0","0","4.4","4.6","0","4.4","0","0"
"4","9","3","0","0","4.4","3.6","0","4.4","0","0"
"4","9","4","0","0","3.9","3.6","0","3.9","0","0"
"4","9","5","0","0","3.9","3.1","0","3.9","0","0"
"4","9","6","0","36","3.9","3.6","33.654","2.962","127.76","103.13"
"4","9","7","1","117","4.4","3.1","112.431","5.392","422.204","391.588"
"4","9","8","0","205","5","4.1","199.052","7.983","739.505","701.612"
"4","9","9","1","285","5.6","4.6","279.937","10.224","1029.826","984.524"
"4","9","10","35","358","7.2","5.2","394.659","13.832","1428.615","1371.964"
"4","9","11","13","308","6.7","6.7","314.195","11.15","1151.167","1102.555"
"4","9","12","12","382","6.7","6.2","389.553","12.592","1418.203","1361.866"
"4","9","13","106","365","7.2","6.7","483.124","14.439","1744.254","1677.66"
"4","9","14","595","254","5","6.7","785.502","17.321","2794.481","2688.691"
"4","9","15","488","217","6.1","7.2","576.496","14.885","2061.088","1983.659"
"4","9","16","71","230","6.1","7.2","264.836","9.742","969.34","925.641"
"4","9","17","167","92","4.4","6.7","139.056","5.791","486.212","454.198"
"4","9","18","122","27","2.8","7.2","31.212","2.276","101.089","76.965"
"4","9","19","0","0","1.1","5.2","0","1.1","0","0"
"4","9","20","0","0","0.6","3.1","0","0.6","0","0"
"4","9","21","0","0","-0.6","4.6","0","-0.6","0","0"
"4","9","22","0","0","-1.7","4.1","0","-1.7","0","0"
"4","9","23","0","0","-1.7","3.6","0","-1.7","0","0"
"4","10","0","0","0","-1.7","5.7","0","-1.7","0","0"
"4","10","1","0","0","-2.2","5.2","0","-2.2","0","0"
"4","10","2","0","0","-2.2","4.1","0","-2.2","0","0"
"4","10","3","0","0","-2.2","5.2","0","-2.2","0","0"
"4","10","4","0","0","-2.2","4.1","0","-2.2","0","0"
"4","10","5","0","0","-3.3","4.1","0","-3.3","0","0"
"4","10","6","90","29","-2.8","5.2","32.764","-3.632","112.797","88.452"
"4","10","7","419","76","-0.6","6.2","205.496","1.707","698.487","661.584"
"4","10","8","89","127","0","7.7","174.444","1.713","657.434","621.506"
"4","10","9","71","295","1.1","7.2","347.761","5.605","1303.15","1250.216"
"4","10","10","90","369","2.2","7.2","453.491","8.561","1679.844","1615.347"
"4","10","11","101","417","3.3","7.7","524.345","10.563","1925.989","1853.284"
"4","10","12","118","312","4.4","7.2","442.545","10.785","1624.006","1561.299"
"4","10","13","152","357","5","6.7","517.787","12.857","1882.588","1811.368"
"4","10","14","626","257","5.6","7.2","815.267","17.874","2893.08","2783.126"
"4","10","15","286","256","6.1","6.7","469.131","13.586","1690.815","1625.964"
"4","10","16","128","138","5.6","7.7","203.372","8.03","742.683","704.713"
"4","10","17","191","94","5","7.7","147.778","6.332","512.737","480.132"
"4","10","18","34","30","4.4","6.2","29.709","3.826","107.52","83.275"
"4","10","19","0","0","3.9","4.1","0","3.9","0","0"
"4","10","20","0","0","3.3","3.1","0","3.3","0","0"
"4","10","21","0","0","3.9","2.1","0","3.9","0","0"
"4","10","22","0","0","3.3","3.1","0","3.3","0","0"
"4","10","23","0","0","3.3","2.6","0","3.3","0","0"
"4","11","0","0","0","2.2","2.6","0","2.2","0","0"
"4","11","1","0","0","2.2","2.6","0","2.2","0","0"
"4","11","2","0","0","2.2","3.6","0","2.2","0","0"
"4","11","3","0","0","1.7","4.1","0","1.7","0","0"
"4","11","4","0","0","1.7","5.2","0","1.7","0","0"
"4","11","5","0","0","1.7","3.6","0","1.7","0","0"
"4","11","6","4","17","1.7","2.6","16.365","0.074","62.208","38.81"
"4","11","7","12","88","2.8","5.2","87.529","3.073","329.704","301.049"
"4","11","8","134","196","4.4","5.2","268.552","8.286","984.346","940.252"
"4","11","9","85","278","5.6","6.2","339.845","10.566","1245.843","1194.562"
"4","11","10","102","232","5.6","5.2","327.744","11.033","1200.691","1150.692"
"4","11","11","120","334","6.7","4.1","463.764","15.955","1663.009","1599.055"
"4","11","12","164","385","7.2","5.2","565.74","17.4","2015.591","1939.77"
"4","11","13","126","340","7.2","4.1","474.882","17.197","1693.3","1628.368"
"4","11","14","188","263","7.8","5.2","440.379","15.62","1580.078","1518.762"
"4","11","15","198","214","8.9","6.2","363.595","14.518","1305.831","1252.818"
"4","11","16","319","171","7.8","5.7","337.589","13.148","1195.139","1145.297"
"4","11","17","286","96","6.7","5.2","176.497","9.226","592.812","558.39"
"4","11","18","162","26","5","3.1","31.806","4.393","97.26","73.207"
"4","11","19","0","0","3.9","2.6","0","3.9","0","0"
"4","11","20","0","0","3.9","3.6","0","3.9","0","0"
"4","11","21","0","0","1.7","2.1","0","1.7","0","0"
"4","11","22","0","0","2.2","3.6","0","2.2","0","0"
"4","11","23","0","0","2.8","3.1","0","2.8","0","0"
"4","12","0","0","0","2.2","2.6","0","2.2","0","0"
"4","12","1","0","0","1.7","2.6","0","1.7","0","0"
"4","12","2","0","0","0.6","2.6","0","0.6","0","0"
"4","12","3","0","0","0","3.1","0","0","0","0"
"4","12","4","0","0","0","3.1","0","0","0","0"
"4","12","5","0","0","0.6","2.6","0","0.6","0","0"
"4","12","6","22","29","2.2","2.6","29.014","0.915","107.259","83.018"
"4","12","7","30","66","3.3","3.6","72.75","3.292","269.783","242.358"
"4","12","8","10","178","5","4.6","177.009","7.259","658.793","622.833"
"4","12","9","2","227","6.7","3.6","221.57","10.563","813.861","774.139"
"4","12","10","6","290","7.8","2.6","288.486","13.978","1043.757","998.081"
"4","12","11","5","371","8.3","3.1","370.674","16.269","1327.438","1273.794"
"4","12","12","5","368","8.9","5.2","367.694","15.169","1323.308","1269.786"
"4","12","13","6","328","8.9","6.2","327.504","13.801","1185.901","1136.319"
"4","12","14","220","316","10","5.2","514.907","19.029","1819.16","1750.081"
"4","12","15","6","228","8.9","5.2","225.351","12.664","819.953","780.08"
"4","12","16","247","194","8.9","6.2","324.623","13.572","1152.931","1104.27"
"4","12","17","173","94","7.8","6.7","142.787","9.343","491.527","459.395"
"4","12","18","36","24","6.1","3.6","24.33","5.256","86.492","62.642"
"4","12","19","0","0","4.4","2.6","0","4.4","0","0"
"4","12","20","0","0","3.9","2.6","0","3.9","0","0"
"4","12","21","0","0","3.9","2.1","0","3.9","0","0"
"4","12","22","0","0","3.3","2.1","0","3.3","0","0"
"4","12","23","0","0","3.3","2.6","0","3.3","0","0"
"4","13","0","0","0","2.2","3.1","0","2.2","0","0"
"4","13","1","0","0","2.2","2.6","0","2.2","0","0"
"4","13","2","0","0","2.2","2.6","0","2.2","0","0"
"4","13","3","0","0","1.7","2.1","0","1.7","0","0"
"4","13","4","0","0","1.7","2.1","0","1.7","0","0"
"4","13","5","0","0","0.6","2.1","0","0.6","0","0"
"4","13","6","50","39","2.8","2.6","40.071","1.814","143.915","118.975"
"4","13","7","153","119","5","3.1","164.666","7.304","583.647","549.436"
"4","13","8","605","128","7.2","4.1","462.454","16.085","1606.285","1544.141"
"4","13","9","661","165","8.3","4.6","662.435","21.263","2300.673","2214.482"
"4","13","10","525","254","10.6","4.1","735.292","26.429","2508.945","2414.741"
"4","13","11","331","359","10","6.2","702.334","21.852","2451.377","2359.425"
"4","13","12","118","355","9.4","5.2","488.148","18.502","1730.47","1664.327"
"4","13","13","274","376","10","5.7","663.6","21.458","2320.375","2233.442"
"4","13","14","52","256","10","6.2","300.414","14.815","1082.458","1035.735"
"4","13","15","54","261","10","6.7","298.447","14.108","1077.445","1030.859"
"4","13","16","154","195","10.6","6.2","274.253","14.506","975.272","931.417"
"4","13","17","269","97","10","6.7","172.951","12.002","576.384","542.34"
"4","13","18","59","27","7.2","3.1","27.629","6.503","95.317","71.301"
"4","13","19","0","0","6.7","2.6","0","6.7","0","0"
"4","13","20","0","0","5.6","2.6","0","5.6","0","0"
"4","13","21","0","0","4.4","2.6","0","4.4","0","0"
"4","13","22","0","0","3.9","3.6","0","3.9","0","0"
"4","13","23","0","0","3.9","3.1","0","3.9","0","0"
"4","14","0","0","0","3.3","3.1","0","3.3","0","0"
"4","14","1","0","0","3.3","3.1","0","3.3","0","0"
"4","14","2","0","0","0.6","3.1","0","0.6","0","0"
"4","14","3","0","0","0.6","3.1","0","0.6","0","0"
"4","14","4","0","0","0.6","2.6","0","0.6","0","0"
"4","14","5","1","1","-0.6","3.6","0.97","-2.35","3.765","0"
"4","14","6","176","38","1.1","4.1","48.557","0.489","153.796","128.667"
"4","14","7","508","77","3.9","5.2","240.916","7.189","799.479","760.114"
"4","14","8","669","113","6.7","4.1","482.812","16.188","1673.747","1609.447"
"4","14","9","763","139","8.9","5.2","710.445","21.899","2459.025","2366.775"
"4","14","10","754","155","10","5.7","830.931","24.794","2856.271","2747.882"
"4","14","11","515","289","10.6","7.7","814.434","22.679","2831.625","2724.276"
"4","14","12","185","360","10.6","7.7","559.316","18.796","1980.083","1905.505"
"4","14","13","46","276","11.1","7.7","321.142","15.445","1154.27","1105.571"
"4","14","14","133","337","10.6","7.2","462.654","17.141","1649.226","1585.714"
"4","14","15","146","231","10.6","7.2","338.184","15.319","1211.552","1161.246"
"4","14","16","73","153","10","5.7","186.757","12.581","672.943","636.648"
"4","14","17","229","86","9.4","4.1","150.871","11.515","505.144","472.709"
"4","14","18","17","26","7.8","3.1","25.39","6.994","92.468","68.506"
"4","14","19","0","0","7.2","2.6","0","7.2","0","0"
"4","14","20","0","0","3.9","2.6","0","3.9","0","0"
"4","14","21","0","0","4.4","2.6","0","4.4","0","0"
"4","14","22","0","0","3.3","2.6","0","3.3","0","0"
"4","14","23","0","0","1.1","2.6","0","1.1","0","0"
"4","15","0","0","0","2.2","2.1","0","2.2","0","0"
"4","15","1","0","0","0.6","3.6","0","0.6","0","0"
"4","15","2","0","0","-0.6","2.1","0","-0.6","0","0"
"4","15","3","0","0","-1.1","3.1","0","-1.1","0","0"
"4","15","4","0","0","-1.1","3.1","0","-1.1","0","0"
"4","15","5","2","1","-1.1","3.1","0.97","-2.96","3.775","0"
"4","15","6","229","37","0.6","3.1","52.352","-0.025","157.935","132.726"
"4","15","7","559","71","4.4","4.1","252.39","8.427","828.678","788.586"
"4","15","8","724","99","6.7","3.6","499.389","17.133","1721.889","1656.026"
"4","15","9","813","122","8.9","5.2","728.719","22.273","2517.448","2422.909"
"4","15","10","861","136","10","3.6","905.311","30.49","3028.604","2912.794"
"4","15","11","884","145","11.1","4.1","1015.164","33.324","3354.632","3224.093"
"4","15","12","893","147","11.1","5.2","1050.91","31.383","3506.411","3368.705"
"4","15","13","887","144","12.2","5.2","1009.175","31.749","3360.255","3229.453"
"4","15","14","860","135","12.2","5.2","888.799","29.411","2987.488","2873.471"
"4","15","15","808","119","11.7","3.6","702.594","28.035","2357.907","2269.552"
"4","15","16","717","96","12.2","3.6","471.389","22.964","1571.788","1510.732"
"4","15","17","539","67","11.1","4.6","224.196","15.118","699.013","662.097"
"4","15","18","174","31","8.9","3.1","35.736","8.562","109.717","85.43"
"4","15","19","0","0","7.2","2.1","0","7.2","0","0"
"4","15","20","0","0","7.2","1.5","0","7.2","0","0"
"4","15","21","0","0","5.6","0","0","5.6","0","0"
"4","15","22","0","0","4.4","0","0","4.4","0","0"
"4","15","23","0","0","3.3","0","0","3.3","0","0"
"4","16","0","0","0","2.8","2.6","0","2.8","0","0"
"4","16","1","0","0","1.7","3.6","0","1.7","0","0"
"4","16","2","0","0","1.7","0","0","1.7","0","0"
"4","16","3","0","0","1.1","1.5","0","1.1","0","0"
"4","16","4","0","0","1.1","3.6","0","1.1","0","0"
"4","16","5","4","2","1.1","3.6","1.94","-0.592","7.475","0"
"4","16","6","272","38","3.3","3.6","57.499","2.863","166.442","141.068"
"4","16","7","273","105","7.8","4.6","192.173","10.365","655.032","619.16"
"4","16","8","400","185","11.1","5.2","410.873","17.932","1427.969","1371.337"
"4","16","9","203","330","12.8","6.2","486.338","20.538","1702.77","1637.53"
"4","16","10","137","312","13.9","6.2","442.196","20.98","1549.032","1488.687"
"4","16","11","1","285","15.6","5.2","278.779","20.338","980.011","936.031"
"4","16","12","10","324","16.1","7.2","327.134","20.51","1149.085","1100.531"
"4","16","13","4","332","16.1","7.7","329.133","20.398","1156.704","1107.938"
"4","16","14","2","325","16.7","7.2","319.944","21.056","1120.994","1073.217"
"4","16","15","1","250","15.6","6.7","243.43","18.877","861.465","820.547"
"4","16","16","3","182","15","5.2","176.809","17.463","629.488","594.216"
"4","16","17","3","82","14.4","5.2","78.819","14.866","283.451","255.748"
"4","16","18","63","39","13.9","6.2","38.511","13.472","131.487","106.786"
"4","16","19","0","0","13.3","5.2","0","13.3","0","0"
"4","16","20","0","0","13.3","6.2","0","13.3","0","0"
"4","16","21","0","0","13.3","6.2","0","13.3","0","0"
"4","16","22","0","0","12.8","7.2","0","12.8","0","0"
"4","16","23","0","0","13.3","6.7","0","13.3","0","0"
"4","17","0","0","0","13.9","4.1","0","13.9","0","0"
"4","17","1","0","0","13.9","4.1","0","13.9","0","0"
"4","17","2","0","0","13.9","3.1","0","13.9","0","0"
"4","17","3","0","0","12.8","3.6","0","12.8","0","0"
"4","17","4","0","0","12.8","3.6","0","12.8","0","0"
"4","17","5","0","1","11.7","3.6","0.97","10.038","3.571","0"
"4","17","6","4","41","12.2","2.6","38.898","11.323","141.66","116.764"
"4","17","7","4","61","13.9","7.7","59.209","13.8","213.662","187.362"
"4","17","8","8","90","13.3","5.2","89.952","13.78","325.101","296.541"
"4","17","9","5","285","15","6.7","281.431","18.636","996.948","952.521"
"4","17","10","165","337","17.8","7.2","492.937","24.855","1695.864","1630.849"
"4","17","11","13","295","19.4","5.2","300.295","24.676","1034.575","989.145"
"4","17","12","8","171","20","6.7","172.507","22.139","601.401","566.781"
"4","17","13","13","326","21.7","7.2","331.481","26.143","1134.155","1086.015"
"4","17","14","244","298","23.3","6.7","524.458","31.33","1748.644","1681.905"
"4","17","15","537","226","24.4","10.3","621.318","31.864","2052.542","1975.416"
"4","17","16","8","150","23.3","8.8","147.887","25.025","507.957","475.46"
"4","17","17","202","104","23.3","6.2","161.086","25.22","515.078","482.421"
"4","17","18","30","29","22.2","5.2","28.4","21.797","95.354","71.338"
"4","17","19","0","0","21.7","7.2","0","21.7","0","0"
"4","17","20","0","0","21.1","4.1","0","21.1","0","0"
"4","17","21","0","0","16.7","11.3","0","16.7","0","0"
"4","17","22","0","0","14.4","5.2","0","14.4","0","0"
"4","17","23","0","0","16.1","3.1","0","16.1","0","0"
"4","18","0","0","0","15.6","2.6","0","15.6","0","0"
"4","18","1","0","0","15","4.1","0","15","0","0"
"4","18","2","0","0","15","5.2","0","15","0","0"
"4","18","3","0","0","14.4","5.2","0","14.4","0","0"
"4","18","4","0","0","15.6","3.1","0","15.6","0","0"
"4","18","5","0","1","12.8","5.2","0.97","11.465","3.549","0"
"4","18","6","4","31","10.6","5.2","29.757","9.796","108.908","84.636"
"4","18","7","315","104","10","4.1","208.541","13.055","699.767","662.833"
"4","18","8","805","73","10.6","3.6","520.967","21.375","1759.984","1692.872"
"4","18","9","872","89","11.7","4.1","738.495","27.306","2491.439","2397.923"
"4","18","10","905","99","13.3","3.1","903.115","34.665","2960.507","2847.659"
"4","18","11","902","117","14.4","3.1","998.883","38.256","3221.286","3096.88"
"4","18","12","914","119","16.1","2.1","1036.777","43.983","3248.101","3122.474"
"4","18","13","882","126","16.7","3.1","980.253","40.347","3127.787","3007.592"
"4","18","14","691","172","17.2","5.7","787.603","31.626","2619.899","2521.275"
