"PVWatts: Hourly PV Performance Data"
"Requested Location:","7393 elyria road medina ohio"
"Location:","MANSFIELD LAHM MUNICIPAL ARPT, OH"
"Lat (deg N):","40.82"
"Long (deg W):","82.52"
"Elev (m):","395"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.07"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","0.22"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","1","21","0","0","4.4","7.9","0","4.4","0","0"
"4","1","22","0","0","4.4","7.8","0","4.4","0","0"
"4","1","23","0","0","3.9","7.7","0","3.9","0","0"
"4","2","0","0","0","3.9","7.7","0","3.9","0","0"
"4","2","1","0","0","3.3","7.6","0","3.3","0","0"
"4","2","2","0","0","1.7","7.5","0","1.7","0","0"
"4","2","3","0","0","1.1","7.4","0","1.1","0","0"
"4","2","4","0","0","0.6","7.4","0","0.6","0","0"
"4","2","5","0","0","-0.6","7.3","0","-0.6","0","0"
"4","2","6","3","29","-0.6","7.2","27.204","-1.327","104.721","80.528"
"4","2","7","56","83","-0.6","7.7","95.177","-0.256","353.631","324.476"
"4","2","8","512","137","0","7.2","396.583","5.188","1435.329","1378.475"
"4","2","9","4","246","-0.6","8.8","243.49","2.065","927.738","885.123"
"4","2","10","264","297","-0.6","8.2","539.556","6.374","2015.709","1939.884"
"4","2","11","12","359","0","9.3","366.736","4.316","1384.187","1328.868"
"4","2","12","28","323","0","8.2","356.727","4.427","1345.77","1291.587"
"4","2","13","10","423","1.1","8.2","432.066","6.62","1614.685","1552.274"
"4","2","14","10","272","0","9.3","274.784","3.007","1042.874","997.221"
"4","2","15","9","265","1.1","10.3","266.353","3.691","1007.712","963"
"4","2","16","2","210","0.6","8.8","206.336","2.652","784.152","745.167"
"4","2","17","119","97","0.6","6.7","131.088","1.774","475.1","443.331"
"4","2","18","5","25","0","6.3","24.012","-0.707","91.709","67.761"
"4","2","19","0","0","-0.6","6","0","-0.6","0","0"
"4","2","20","0","0","-0.6","5.6","0","-0.6","0","0"
"4","2","21","0","0","-1.7","5.3","0","-1.7","0","0"
"4","2","22","0","0","-2.2","4.9","0","-2.2","0","0"
"4","2","23","0","0","-2.2","4.6","0","-2.2","0","0"
"4","3","0","0","0","-2.2","4.2","0","-2.2","0","0"
"4","3","1","0","0","-2.8","3.9","0","-2.8","0","0"
"4","3","2","0","0","-3.3","3.5","0","-3.3","0","0"
"4","3","3","0","0","-3.9","3.2","0","-3.9","0","0"
"4","3","4","0","0","-4.4","2.8","0","-4.4","0","0"
"4","3","5","0","0","-5","2.5","0","-5","0","0"
"4","3","6","66","24","-5","2.1","25.839","-6.459","92.113","68.158"
"4","3","7","414","61","-3.9","3.1","174.576","-1.399","581.724","547.558"
"4","3","8","304","178","-2.8","4.1","333.836","3.265","1232.657","1181.751"
"4","3","9","103","239","-2.2","2.6","310.396","4.976","1164.304","1115.326"
"4","3","10","28","233","-1.7","3.1","257.168","3.648","973.139","929.34"
"4","3","11","9","266","0","4.6","268.242","4.467","1011.784","966.963"
"4","3","12","1","274","-0.6","4.6","268.885","3.899","1016.696","971.744"
"4","3","13","13","404","-0.6","4.6","414.537","6.908","1547.239","1486.95"
"4","3","14","10","263","0","6.2","265.499","3.833","1004.089","959.473"
"4","3","15","7","314","0","6.7","315.398","4.284","1190.375","1140.667"
"4","3","16","2","223","-0.6","6.2","219.413","2.306","835.089","794.836"
"4","3","17","4","105","-1.1","7.2","102.051","-0.437","392.177","362.206"
"4","3","18","0","31","-1.7","7.5","29.208","-2.294","113.364","89.007"
"4","3","19","0","0","-2.2","7.8","0","-2.2","0","0"
"4","3","20","0","0","-2.2","8","0","-2.2","0","0"
"4","3","21","0","0","-2.2","8.3","0","-2.2","0","0"
"4","3","22","0","0","-2.2","8.6","0","-2.2","0","0"
"4","3","23","0","0","-2.2","8.9","0","-2.2","0","0"
"4","4","0","0","0","-2.2","9.1","0","-2.2","0","0"
"4","4","1","0","0","-2.2","9.4","0","-2.2","0","0"
"4","4","2","0","0","-2.2","9.7","0","-2.2","0","0"
"4","4","3","0","0","-2.2","10","0","-2.2","0","0"
"4","4","4","0","0","-2.2","10.2","0","-2.2","0","0"
"4","4","5","0","0","-2.2","10.5","0","-2.2","0","0"
"4","4","6","0","27","-2.2","10.8","25.341","-2.762","98.548","74.472"
"4","4","7","0","98","-2.2","13.4","93.999","-1.97","364.343","334.962"
"4","4","8","1","217","-1.7","12.4","212.775","-0.119","818.25","778.419"
"4","4","9","1","301","-1.7","12.4","297.622","0.871","1139.886","1091.587"
"4","4","10","1","391","-1.1","13.9","390.204","2.25","1485.821","1427.43"
"4","4","11","1","426","-0.6","13.9","426.203","3.157","1616.651","1554.178"
"4","4","12","1","451","-0.6","13.4","452.368","3.547","1713.049","1647.475"
"4","4","13","1","474","0","15.4","477.11","3.997","1803.273","1734.725"
"4","4","14","1","394","0","15.3","393.176","3.224","1490.943","1432.396"
"4","4","15","1","300","0","12.7","296.359","2.607","1126.74","1078.804"
"4","4","16","1","229","0","12.6","224.802","1.796","857.559","816.74"
"4","4","17","1","113","0","13.1","108.961","0.486","417.801","387.281"
"4","4","18","0","34","0","12.5","31.929","-0.393","122.943","98.405"
"4","4","19","0","0","0","11.8","0","0","0","0"
"4","4","20","0","0","0","11.1","0","0","0","0"
"4","4","21","0","0","0","10.5","0","0","0","0"
"4","4","22","0","0","0.6","9.8","0","0.6","0","0"
"4","4","23","0","0","1.1","9.1","0","1.1","0","0"
"4","5","0","0","0","1.1","8.5","0","1.1","0","0"
"4","5","1","0","0","1.1","7.9","0","1.1","0","0"
"4","5","2","0","0","1.7","7.2","0","1.7","0","0"
"4","5","3","0","0","1.7","6.5","0","1.7","0","0"
"4","5","4","0","0","1.7","5.9","0","1.7","0","0"
"4","5","5","0","0","1.7","5.2","0","1.7","0","0"
"4","5","6","0","30","2.2","5.2","28.049","1.347","107.216","82.976"
"4","5","7","0","83","2.2","4.6","79.282","2.333","301.786","273.708"
"4","5","8","0","154","2.2","4.6","148.587","3.867","561.908","528.194"
"4","5","9","0","231","2.8","5.2","225.008","5.936","843.378","802.917"
"4","5","10","1","412","2.8","5.7","411.997","9.278","1521.988","1462.484"
"4","5","11","2","478","4.4","4.6","481.998","13.571","1747.137","1680.447"
"4","5","12","2","542","3.9","4.6","550.417","14.602","1985.969","1911.186"
"4","5","13","807","120","5.6","5.1","896.975","22.443","3121.324","3001.417"
"4","5","14","69","387","5.6","5.5","456.141","14.047","1649.328","1585.813"
"4","5","15","9","219","4.4","6","219.155","7.579","815.328","775.57"
"4","5","16","11","179","5.6","5.7","179.106","7.84","664.774","628.673"
"4","5","17","8","122","5","5.4","119.76","6.138","446.852","415.702"
"4","5","18","2","31","3.9","5.1","29.313","3.214","110.826","86.518"
"4","5","19","0","0","2.8","4.9","0","2.8","0","0"
"4","5","20","0","0","2.2","4.6","0","2.2","0","0"
"4","5","21","0","0","2.8","4.4","0","2.8","0","0"
"4","5","22","0","0","2.8","4.5","0","2.8","0","0"
"4","5","23","0","0","2.8","4.6","0","2.8","0","0"
"4","6","0","0","0","2.8","4.7","0","2.8","0","0"
"4","6","1","0","0","2.8","4.9","0","2.8","0","0"
"4","6","2","0","0","3.3","5.1","0","3.3","0","0"
"4","6","3","0","0","3.3","5.4","0","3.3","0","0"
"4","6","4","0","0","3.3","5","0","3.3","0","0"
"4","6","5","0","0","3.3","4.6","0","3.3","0","0"
"4","6","6","1","30","3.3","4.6","28.137","2.381","106.936","82.701"
"4","6","7","3","95","3.3","5.2","91.713","3.676","346.465","317.46"
"4","6","8","0","121","3.3","5.7","115.923","4.192","437.776","406.823"
"4","6","9","3","174","3.9","5.2","169.874","5.928","636.643","601.203"
"4","6","10","0","368","4.4","5.2","364.614","10.265","1341.134","1287.089"
"4","6","11","2","405","5","5.7","404.434","11.549","1479.207","1421.019"
"4","6","12","2","463","5","6.2","465.352","12.308","1696.306","1631.276"
"4","6","13","1","263","5","5.7","257.448","9.013","952.163","908.914"
"4","6","14","1","243","5","5.7","237.291","8.352","880.145","838.753"
"4","6","15","0","186","4.4","5.2","179.672","6.813","670.905","634.659"
"4","6","16","1","146","4.4","5.7","140.997","5.881","528.519","495.561"
"4","6","17","1","133","4.4","5.5","128.432","5.625","481.833","449.915"
"4","6","18","0","32","3.9","5.3","30.082","3.256","114.059","89.69"
"4","6","19","0","0","3.9","5.1","0","3.9","0","0"
"4","6","20","0","0","3.9","4.9","0","3.9","0","0"
"4","6","21","0","0","3.9","4.7","0","3.9","0","0"
"4","6","22","0","0","3.9","4.5","0","3.9","0","0"
"4","6","23","0","0","3.9","4.3","0","3.9","0","0"
"4","7","0","0","0","3.9","4.1","0","3.9","0","0"
"4","7","1","0","0","4.4","3.9","0","4.4","0","0"
"4","7","2","0","0","4.4","3.7","0","4.4","0","0"
"4","7","3","0","0","4.4","3.5","0","4.4","0","0"
"4","7","4","0","0","4.4","3.3","0","4.4","0","0"
"4","7","5","0","0","4.4","3.1","0","4.4","0","0"
"4","7","6","0","28","5","3.6","26.326","3.912","99.536","75.441"
"4","7","7","1","108","5.6","3.6","103.77","6.335","388.072","358.188"
"4","7","8","1","197","7.2","4.1","191.859","10.022","706.357","669.265"
"4","7","9","1","278","8.9","5.2","273.181","13.072","992.392","948.085"
"4","7","10","622","179","10.6","6.2","732.217","22.392","2544.262","2448.663"
"4","7","11","817","138","12.2","5.7","930.49","28.829","3141.872","3021.048"
"4","7","12","662","163","13.3","6.7","839.244","27.075","2858.478","2749.995"
"4","7","13","853","115","14.4","6.2","936.99","30.45","3139.403","3018.689"
"4","7","14","890","100","14.4","6.2","874.545","29.499","2938.125","2826.242"
"4","7","15","857","88","13.9","6.2","707.252","26.04","2395.802","2305.997"
"4","7","16","771","71","14.4","6.2","480.296","22.421","1604.397","1542.313"
"4","7","17","615","50","12.8","6","235.961","16.374","724.483","686.954"
"4","7","18","246","26","11.1","5.7","40.369","10.876","109.161","84.884"
"4","7","19","0","0","8.3","5.5","0","8.3","0","0"
"4","7","20","0","0","6.7","5.2","0","6.7","0","0"
"4","7","21","0","0","6.1","5","0","6.1","0","0"
"4","7","22","0","0","5.6","4.8","0","5.6","0","0"
"4","7","23","0","0","4.4","4.5","0","4.4","0","0"
"4","8","0","0","0","4.4","4.3","0","4.4","0","0"
"4","8","1","0","0","3.9","4.1","0","3.9","0","0"
"4","8","2","0","0","2.2","3.8","0","2.2","0","0"
"4","8","3","0","0","0.6","3.6","0","0.6","0","0"
"4","8","4","0","0","-1.1","3.3","0","-1.1","0","0"
"4","8","5","0","0","-1.7","3.1","0","-1.7","0","0"
"4","8","6","107","28","-1.1","3.6","31.737","-2.085","107.134","82.896"
"4","8","7","479","66","2.8","3.6","204.095","5.895","663.759","627.681"
"4","8","8","673","98","5","3.6","448.724","14.181","1556.74","1496.155"
"4","8","9","771","123","7.2","3.6","679.564","22.148","2344.068","2256.239"
"4","8","10","827","140","8.9","4.6","862.501","26.318","2941.722","2829.685"
"4","8","11","854","150","10","4.1","979.637","31.436","3266.623","3140.149"
"4","8","12","865","153","10","6.2","1023.421","27.685","3475.704","3339.464"
"4","8","13","599","196","10.6","6.2","795.644","24.425","2743.513","2639.842"
"4","8","14","577","202","10","6.7","724.516","21.706","2526.473","2431.578"
"4","8","15","774","124","10","6.2","690.569","21.636","2389.999","2300.417"
"4","8","16","682","100","10","6.2","465.711","17.71","1595.873","1534.059"
"4","8","17","504","69","8.9","6","222.814","12.187","712.559","675.318"
"4","8","18","135","31","6.7","5.8","37.32","6.364","118.058","93.613"
"4","8","19","0","0","4.4","5.6","0","4.4","0","0"
"4","8","20","0","0","3.9","5.4","0","3.9","0","0"
"4","8","21","0","0","1.7","5.2","0","1.7","0","0"
"4","8","22","0","0","1.1","5","0","1.1","0","0"
"4","8","23","0","0","1.1","4.8","0","1.1","0","0"
"4","9","0","0","0","1.1","4.6","0","1.1","0","0"
"4","9","1","0","0","0.6","4.4","0","0.6","0","0"
"4","9","2","0","0","0","4.2","0","0","0","0"
"4","9","3","0","0","0","4","0","0","0","0"
"4","9","4","0","0","-0.6","3.8","0","-0.6","0","0"
"4","9","5","0","0","-1.1","3.6","0","-1.1","0","0"
"4","9","6","103","29","0","3.6","32.381","-0.972","109.692","85.406"
"4","9","7","466","69","3.3","3.1","204.885","6.569","668.182","632"
"4","9","8","662","102","6.7","4.1","449.133","15.377","1551.756","1491.327"
"4","9","9","761","128","8.9","5.2","679.715","21.261","2354.994","2266.749"
"4","9","10","817","146","10","4.1","861.954","28.583","2908.616","2797.999"
"4","9","11","847","156","11.1","4.1","980.782","32.52","3253.337","3127.471"
"4","9","12","858","160","12.2","3.6","1025.151","35.749","3347.962","3217.733"
"4","9","13","850","156","12.8","4.1","986.887","34.607","3240.435","3115.157"
"4","9","14","820","147","13.9","3.6","871.671","34.08","2864.717","2755.97"
"4","9","15","770","129","13.9","4.6","695.282","28.275","2332.806","2245.403"
"4","9","16","672","104","13.9","4.1","465.137","23.974","1549.574","1489.212"
"4","9","17","488","71","13.9","3.8","220.442","18.335","688.032","651.378"
"4","9","18","132","32","11.7","3.8","37.769","11.424","117.798","93.357"
"4","9","19","0","0","10.6","3.9","0","10.6","0","0"
"4","9","20","0","0","9.4","3.9","0","9.4","0","0"
"4","9","21","0","0","7.2","4","0","7.2","0","0"
"4","9","22","0","0","6.1","4","0","6.1","0","0"
"4","9","23","0","0","5","3.8","0","5","0","0"
"4","10","0","0","0","5","3.9","0","5","0","0"
"4","10","1","0","0","3.9","3.9","0","3.9","0","0"
"4","10","2","0","0","4.4","3.9","0","4.4","0","0"
"4","10","3","0","0","4.4","4","0","4.4","0","0"
"4","10","4","0","0","5","4","0","5","0","0"
"4","10","5","0","0","4.4","4.1","0","4.4","0","0"
"4","10","6","240","25","5.6","4.6","36.005","4.876","100.75","76.632"
"4","10","7","625","50","9.4","5.2","232.608","12.549","720.237","682.811"
"4","10","8","787","70","14.4","4.6","480.632","23.266","1595.349","1533.551"
"4","10","9","868","87","14.4","4.6","708.43","28.344","2372.328","2283.422"
"4","10","10","911","99","15.6","4.1","888.277","34.645","2910.224","2799.538"
"4","10","11","927","110","16.7","3.6","1001.682","39.372","3211.71","3087.739"
"4","10","12","935","113","17.2","2.6","1043.708","43.531","3277.278","3150.315"
"4","10","13","926","110","17.8","5.2","1003.673","37.236","3252.871","3127.026"
"4","10","14","904","103","18.3","3.1","892.185","39.848","2848.73","2740.66"
"4","10","15","863","91","18.3","4.6","716.784","33.157","2347.133","2259.187"
"4","10","16","786","74","18.3","4.1","493.033","28.987","1598.039","1536.156"
"4","10","17","613","58","17.2","4.1","244.675","22.098","737.321","699.482"
"4","10","18","214","29","15","4.1","39.641","14.858","110.608","86.304"
"4","10","19","0","0","15","4.3","0","15","0","0"
"4","10","20","0","0","13.3","4.5","0","13.3","0","0"
"4","10","21","0","0","11.7","4.6","0","11.7","0","0"
"4","10","22","0","0","10.6","4.4","0","10.6","0","0"
"4","10","23","0","0","10","4.4","0","10","0","0"
"4","11","0","0","0","10","4.2","0","10","0","0"
"4","11","1","0","0","9.4","4.7","0","9.4","0","0"
"4","11","2","0","0","8.9","5.2","0","8.9","0","0"
"4","11","3","0","0","10","5.8","0","10","0","0"
"4","11","4","0","0","10.6","6.8","0","10.6","0","0"
"4","11","5","0","0","10","6.2","0","10","0","0"
"4","11","6","3","18","10.6","4.6","17.215","9.54","63.094","39.68"
"4","11","7","7","114","10.6","7.2","111.002","11.261","405.086","374.839"
"4","11","8","6","178","8.9","6.7","174.887","10.738","641.366","605.816"
"4","11","9","7","293","10","5.2","291.898","14.514","1053.396","1007.461"
"4","11","10","8","356","9.4","7.7","357.709","14.031","1293.894","1241.228"
"4","11","11","2","186","7.2","6.2","181.289","9.541","668.943","632.743"
"4","11","12","1","371","7.2","6.7","366.952","12.282","1337.769","1283.822"
"4","11","13","87","348","8.9","8.9","436.506","14.247","1577.341","1516.11"
"4","11","14","330","289","11.1","8.1","591.929","19.164","2089.618","2011.171"
"4","11","15","176","245","12.8","9.9","376.378","17.185","1337.038","1283.113"
"4","11","16","98","163","12.2","9.1","215.174","14.483","767.992","729.405"
"4","11","17","39","117","7.8","7.7","124.963","8.815","454.768","423.445"
"4","11","18","36","40","7.2","6.4","39.185","6.787","140.756","115.877"
"4","11","19","0","0","7.2","6.6","0","7.2","0","0"
"4","11","20","0","0","7.2","6.8","0","7.2","0","0"
"4","11","21","0","0","7.2","7.1","0","7.2","0","0"
"4","11","22","0","0","7.2","5.9","0","7.2","0","0"
"4","11","23","0","0","7.2","4.8","0","7.2","0","0"
"4","12","0","0","0","7.2","3.6","0","7.2","0","0"
"4","12","1","0","0","7.2","4.7","0","7.2","0","0"
"4","12","2","0","0","7.2","5.7","0","7.2","0","0"
"4","12","3","0","0","7.2","6.9","0","7.2","0","0"
"4","12","4","0","0","7.2","6.6","0","7.2","0","0"
"4","12","5","0","0","7.2","6.2","0","7.2","0","0"
"4","12","6","1","15","7.8","5.2","14.257","6.669","53.127","29.897"
"4","12","7","0","83","8.3","6.7","79.02","8.436","292.99","265.092"
"4","12","8","6","154","8.3","7.7","151.097","9.585","556.867","523.268"
"4","12","9","7","224","8.9","6.7","222.072","11.565","811.945","772.27"
"4","12","10","3","249","7.8","5.2","244.509","11.46","894.614","852.852"
"4","12","11","7","288","7.8","6.7","287.827","11.651","1052.237","1006.333"
"4","12","12","4","194","7.2","6.7","191.258","9.499","705.862","668.781"
"4","12","13","6","362","8.3","6.4","362.261","13.472","1313.693","1260.451"
"4","12","14","4","317","7.8","6.2","314.099","12.454","1144.185","1095.767"
"4","12","15","103","328","9.4","5.9","404.476","15.768","1448.693","1391.435"
"4","12","16","27","165","7.8","4","176.025","10.973","642.993","607.405"
"4","12","17","0","95","7.2","2.7","90.559","8.122","336.234","307.442"
"4","12","18","0","21","7.2","2.8","19.904","6.05","74.567","50.94"
"4","12","19","0","0","7.2","2.9","0","7.2","0","0"
"4","12","20","0","0","7.2","2.9","0","7.2","0","0"
"4","12","21","0","0","6.1","3.1","0","6.1","0","0"
"4","12","22","0","0","6.1","3.1","0","6.1","0","0"
"4","12","23","0","0","6.1","3.1","0","6.1","0","0"
"4","13","0","0","0","6.1","3.3","0","6.1","0","0"
"4","13","1","0","0","6.1","3.3","0","6.1","0","0"
"4","13","2","0","0","5.6","3.4","0","5.6","0","0"
"4","13","3","0","0","5","3.4","0","5","0","0"
"4","13","4","0","0","4.4","3.6","0","4.4","0","0"
"4","13","5","0","0","3.9","3.6","0","3.9","0","0"
"4","13","6","119","33","3.9","3.6","36.9","2.975","122.208","97.683"
"4","13","7","460","76","7.2","3.6","215.492","10.584","699.305","662.382"
"4","13","8","510","140","8.9","4.1","413.355","16.827","1430.565","1373.855"
"4","13","9","633","157","11.1","5.2","625.964","22.39","2160.925","2079.904"
"4","13","10","695","215","11.7","4.6","838.938","28.541","2832.867","2725.466"
"4","13","11","757","172","13.3","4.1","916.894","33.265","3030.628","2914.729"
"4","13","12","673","266","14.4","3.6","963.797","36.405","3137.522","3016.892"
"4","13","13","343","352","16.1","4.6","705.203","30.844","2358.842","2270.451"
"4","13","14","205","374","15.6","5.2","565.397","26.22","1932.36","1859.436"
"4","13","15","278","295","16.7","5.2","507.746","26.015","1730.433","1664.291"
"4","13","16","140","183","15.6","6.7","257.274","19.32","896.457","854.648"
"4","13","17","17","98","15.6","6.6","98.509","16.418","349.264","320.2"
"4","13","18","1","27","13.3","6.6","25.668","12.689","93.251","69.274"
"4","13","19","0","0","11.7","6.6","0","11.7","0","0"
"4","13","20","0","0","12.2","6.7","0","12.2","0","0"
"4","13","21","0","0","12.2","6.7","0","12.2","0","0"
"4","13","22","0","0","11.7","6.7","0","11.7","0","0"
"4","13","23","0","0","11.7","6.6","0","11.7","0","0"
"4","14","0","0","0","11.7","6.6","0","11.7","0","0"
"4","14","1","0","0","11.1","6.6","0","11.1","0","0"
"4","14","2","0","0","10.6","6.7","0","10.6","0","0"
"4","14","3","0","0","10","6.7","0","10","0","0"
"4","14","4","0","0","10","6.7","0","10","0","0"
"4","14","5","0","0","10","6.7","0","10","0","0"
"4","14","6","14","21","11.1","7.7","20.936","10.356","74.862","51.229"
"4","14","7","27","98","12.8","7.2","102.509","13.35","366.629","337.2"
"4","14","8","91","223","15","8.2","267.863","18.018","943.62","900.593"
"4","14","9","6","199","16.1","7.2","196.342","18.429","696.098","659.252"
"4","14","10","24","316","17.8","8.2","329.999","21.84","1151.882","1103.25"
"4","14","11","10","317","18.9","7.7","319.844","23.094","1110.109","1062.631"
"4","14","12","7","259","18.3","7.7","258.79","21.549","904.675","862.655"
"4","14","13","11","313","18.9","9.3","316.741","22.501","1102.373","1055.107"
"4","14","14","9","335","19.4","7.2","336.438","24.038","1162.514","1113.586"
"4","14","15","209","316","20.6","8.2","473.526","26.895","1608.559","1546.344"
"4","14","16","334","195","20","9.3","375.268","24.564","1265.287","1213.448"
"4","14","17","181","110","19.4","9.4","164.282","21.023","541.633","508.379"
"4","14","18","34","47","17.8","9.4","45.285","17.657","155.948","130.777"
"4","14","19","0","0","17.2","8.5","0","17.2","0","0"
"4","14","20","0","0","16.7","7.7","0","16.7","0","0"
"4","14","21","0","0","16.1","6.8","0","16.1","0","0"
"4","14","22","0","0","15.6","6.7","0","15.6","0","0"
"4","14","23","0","0","14.4","6.5","0","14.4","0","0"
"4","15","0","0","0","14.4","6.4","0","14.4","0","0"
"4","15","1","0","0","13.3","5.9","0","13.3","0","0"
"4","15","2","0","0","12.8","5.4","0","12.8","0","0"
"4","15","3","0","0","12.2","4.9","0","12.2","0","0"
"4","15","4","0","0","11.7","4.7","0","11.7","0","0"
"4","15","5","0","0","11.7","4.6","0","11.7","0","0"
"4","15","6","3","15","11.7","4.6","14.386","10.521","52.388","29.172"
"4","15","7","3","66","11.7","5.2","63.597","11.582","231.979","205.315"
"4","15","8","3","197","12.8","8.8","191.781","14.569","691.8","655.057"
"4","15","9","2","226","13.9","8.8","220.249","16.179","789.009","749.904"
"4","15","10","6","337","15","6.7","335.745","19.682","1183.783","1134.26"
"4","15","11","98","343","16.7","6.2","451.291","23.778","1561.24","1500.514"
"4","15","12","61","330","17.2","6.7","394.339","23.139","1368.372","1313.522"
"4","15","13","1","405","16.7","6.7","401.193","22.681","1395.142","1339.496"
"4","15","14","10","265","16.1","6.7","266.327","19.854","938.253","895.365"
"4","15","15","1","279","15","7.2","272.675","18.523","966.527","922.901"
"4","15","16","1","176","15.6","7.2","169.941","17.51","605.091","570.386"
"4","15","17","2","112","14.4","6.5","107.383","15.259","385.924","356.086"
"4","15","18","2","35","13.9","5.8","33.012","13.396","119.439","94.968"
"4","15","19","0","1","13.3","5.7","0.97","12.094","3.539","0"
"4","15","20","0","0","12.2","5.8","0","12.2","0","0"
"4","15","21","0","0","12.2","5.7","0","12.2","0","0"
"4","15","22","0","0","11.7","6.4","0","11.7","0","0"
"4","15","23","0","0","11.7","7","0","11.7","0","0"
"4","16","0","0","0","11.7","7.7","0","11.7","0","0"
"4","16","1","0","0","11.1","8","0","11.1","0","0"
"4","16","2","0","0","10.6","8.4","0","10.6","0","0"
"4","16","3","0","0","10","8.7","0","10","0","0"
"4","16","4","0","0","8.9","8","0","8.9","0","0"
"4","16","5","0","1","8.9","7.2","0.97","7.789","3.606","0"
"4","16","6","0","23","8.3","7.7","21.801","7.55","81.148","57.398"
"4","16","7","0","118","8.3","8.2","112.515","8.922","416.299","385.811"
"4","16","8","1","223","8.9","8.2","216.45","11.12","793.07","753.865"
"4","16","9","1","317","10.6","8.2","311.063","14.305","1123.817","1075.962"
"4","16","10","47","292","11.7","9.8","333.565","15.355","1199.14","1149.184"
"4","16","11","1","319","11.1","8.8","313.049","14.76","1128.715","1080.725"
"4","16","12","8","324","11.1","6.7","325.111","15.673","1167.406","1118.341"
"4","16","13","2","304","10.6","7.2","298.823","14.554","1078.419","1031.806"
"4","16","14","11","276","11.1","5.2","278.146","15.555","999.217","954.73"
"4","16","15","5","225","10.6","7.2","221.296","13.278","803.049","763.596"
"4","16","16","3","196","10.6","6.7","190.647","12.84","693.042","656.269"
"4","16","17","3","100","10","10.3","96.119","10.454","352.668","323.532"
"4","16","18","1","30","9.4","9.8","28.475","8.925","105.191","80.989"
"4","16","19","0","1","9.4","9.3","0.97","8.49","3.595","0"
"4","16","20","0","0","8.3","8.8","0","8.3","0","0"
"4","16","21","0","0","8.3","8.2","0","8.3","0","0"
"4","16","22","0","0","8.3","7.7","0","8.3","0","0"
"4","16","23","0","0","8.3","7.2","0","8.3","0","0"
"4","17","0","0","0","8.3","6.7","0","8.3","0","0"
"4","17","1","0","0","8.3","6.2","0","8.3","0","0"
"4","17","2","0","0","8.3","5.7","0","8.3","0","0"
"4","17","3","0","0","8.3","5.1","0","8.3","0","0"
"4","17","4","0","0","8.3","4.6","0","8.3","0","0"
"4","17","5","0","2","8.9","4.1","1.94","7.324","7.227","0"
"4","17","6","0","47","8.9","3.6","43.552","8.195","161.653","136.371"
"4","17","7","0","139","9.4","3.6","132.655","10.886","486.606","454.583"
"4","17","8","1","242","10","4.1","235.249","13.86","851.539","810.873"
"4","17","9","1","317","11.7","6.2","310.853","16.17","1113.683","1066.107"
"4","17","10","1","395","12.8","6.2","390.496","18.755","1382.729","1327.452"
"4","17","11","1","386","13.3","5.7","381.229","19.525","1345.172","1291.007"
"4","17","12","1","417","13.9","4.6","413.191","21.654","1443.732","1386.623"
"4","17","13","1","414","13.9","5.2","410.038","21.087","1436.467","1379.578"
"4","17","14","1","349","15","4.6","343.287","21.386","1200.957","1150.951"
"4","17","15","0","292","15.6","5.2","284.76","20.298","1001.224","956.683"
"4","17","16","3","204","15.6","4.6","198.453","18.794","702.333","665.337"
"4","17","17","60","95","15.6","3.7","109.63","16.973","379.934","350.224"
"4","17","18","10","45","13.9","2.3","42.447","13.466","152.319","127.218"
"4","17","19","1","2","13.3","1.4","1.94","11.258","7.103","0"
"4","17","20","0","0","12.8","0.5","0","12.8","0","0"
"4","17","21","0","0","12.2","0","0","12.2","0","0"
"4","17","22","0","0","11.1","0","0","11.1","0","0"
"4","17","23","0","0","10.6","0.5","0","10.6","0","0"
"4","18","0","0","0","10.6","0.9","0","10.6","0","0"
"4","18","1","0","0","9.4","1","0","9.4","0","0"
"4","18","2","0","0","8.9","1.2","0","8.9","0","0"
"4","18","3","0","0","8.3","1.3","0","8.3","0","0"
"4","18","4","0","0","8.3","1.4","0","8.3","0","0"
"4","18","5","2","1","6.7","1.5","0.97","4.334","3.66","0"
"4","18","6","195","40","8.9","0","50.219","6.862","153.752","128.624"
"4","18","7","529","65","12.2","2.6","231.799","16.429","729.642","691.989"
"4","18","8","761","82","14.4","2.6","495.084","25.734","1635.03","1571.972"
"4","18","9","812","99","16.1","4.1","698.498","30.727","2316.714","2229.92"
"4","18","10","877","112","17.2","4.1","885.262","36.12","2880.682","2771.257"
"4","18","11","847","119","18.9","4.6","944.731","38.317","3045.629","2929.072"
"4","18","12","811","162","19.4","4.1","988.647","40.865","3147.182","3026.119"
"4","18","13","770","168","21.1","4.6","928.862","40.378","2963.568","2850.588"
"4","18","14","780","129","20","5","822.764","36.241","2675.801","2574.91"
"4","18","15","752","119","21.1","5.5","674.244","33.574","2205.953","2123.284"
"4","18","16","738","77","20.6","5.8","475.14","28.909","1544.166","1483.973"
